Ｍ,日付,開催,レース名,馬名S,Ｃ,性別,年齢,騎手,斤量,頭数,馬印,レース印１,人気,着順,距離,馬場状態,着差,2角,3角,4角,上り3F,間隔,前走開催,前走レース名,前芝・ダ,前距離,前走馬場状態,前走人気,前走着順,前2角,前3角,前4角,前走上り3F,替,前騎手,前走斤量,前走頭数,前走馬番,前走走破タイム,前走着差タイム,前走馬印,前走馬印2,前走馬印3,前走馬印4,前走レース印１,前走日付
,220409,3中5,ニュージG2,デルマグレムリン,,牡,3,Ｍ．デム, 56 ,11,"  ",,4,７,芝1600,良,0.9,9,5,5,35.1,3,2名4,フローラ･1勝,芝,1600,良,1,６,9,9,9,34.5,*,武豊, 56 ,10,3,1362, 1.1,"  ","  ","  ","  ",,220321
,220409,3中5,ニュージG2,サーマルウインド,,牝,3,岩田康誠, 54 ,11,"  ",,8,８,芝1600,良,1.0,3,2,2,35.4,3,2中8,１勝ｸﾗｽ*,芝,1600,稍,5,１,2,4,5,35.0,,岩田康誠, 54 ,13,9,1346,-0.1,"  ","  ","  ","  ",,220321
,220409,3中5,ニュージG2,アバンチュリエ,,牡,3,横山武史, 56 ,11,"  ",,5,９,芝1600,良,1.5,11,9,8,35.4,5,2中4,１勝ｸﾗｽ*,芝,1600,良,1,１,2,2,2,34.7,,横山武史, 56 ,10,10,1355,-0.1,"  ","  ","  ","  ",,220306
,220409,3中5,ニュージG2,モチベーション,,牝,3,秋山稔樹, 54 ,11,"  ",,11,10,芝1600,良,1.7,4,5,8,35.8,4,1阪A,フィリーG2,芝,1400,良,15,11,,9,9,36.0,,秋山稔樹, 54 ,15,15,1215, 1.6,"  ","  ","  ","  ",,220313
,220409,3中5,ニュージG2,ベルウッドブラボー,,牡,3,丸山元気, 56 ,11,"  ",,9,11,芝1600,良,1.8,5,11,11,35.6,3,2名3,ファルコG3,芝,1400,稍,12,16,,17,16,37.8,,丸山元気, 56 ,18,10,1235, 2.6,"  ","  ","  ","  ",,220319
,210410,3中5,ニュージG2,バスラットレオン,,牡,3,藤岡佑介, 56 ,16,"  ",,2,１,芝1600,良,-0.9,1,1,1,34.6,4,1阪9,１勝ｸﾗｽ*,芝,1600,稍,1,１,,1,1,34.6,*,古川奈穂,52★,10,7,1342,-0.4,"  ","  ","  ","  ",,210313
,210410,3中5,ニュージG2,タイムトゥヘヴン,,牡,3,Ｍ．デム, 56 ,16,"  ",,3,２,芝1600,良,0.9,6,7,5,35.0,5,2中4,弥生賞G2,芝,2000,良,5,６,3,3,3,34.8,*,三浦皇成, 56 ,10,7,2026, 0.6,"  ","  ","  ","  ",,210307
,210410,3中5,ニュージG2,シティレインボー,,牡,3,横山典弘, 56 ,16,"  ",,11,３,芝1600,良,1.1,3,2,2,35.5,3,2名4,フローラ･1勝,芝,1600,不,1,５,7,7,5,37.6,*,西村淳也, 56 ,9,3,1380, 0.8,"  ","  ","  ","  ",,210321
,210410,3中5,ニュージG2,ヴィジュネル,,牡,3,内田博幸, 56 ,16,"  ",,8,４,芝1600,良,1.4,6,7,6,35.5,3,2名3,ファルコG3,芝,1400,良,10,７,,10,10,34.8,*,藤岡康太, 56 ,15,15,1207, 0.6,"  ","  ","  ","  ",,210320
,210410,3中5,ニュージG2,シュバルツカイザー,,牡,3,石川裕紀, 56 ,16,"  ",,10,５,芝1600,良,1.4,10,10,6,35.4,3,2中7,１勝ｸﾗｽ*,芝,1600,良,6,１,3,2,2,34.7,*,大野拓弥, 56 ,16,15,1355,-0.0,"  ","  ","  ","  ",,210320
,210410,3中5,ニュージG2,ゴールドチャリス,,牝,3,田中勝春, 54 ,16,"  ",,15,６,芝1600,良,1.4,10,14,13,35.1,4,1阪A,フィリーG2,芝,1400,良,12,12,,8,12,35.7,*,浜中俊, 54 ,18,1,1215, 0.8,"  ","  ","  ","  ",,210314
,210410,3中5,ニュージG2,ワザモノ,,牡,3,黛弘人, 56 ,16,"  ",,9,７,芝1600,良,1.6,15,10,10,35.6,5,2中4,１勝ｸﾗｽ*,芝,1600,良,3,１,2,3,3,35.2,*,Ｍ．デム, 56 ,11,5,1358,-0.0,"  ","  ","  ","  ",,210307
,210410,3中5,ニュージG2,ロンギングバース,,牡,3,横山和生, 56 ,16,"  ",,14,８,芝1600,良,1.7,13,15,15,35.1,10,1東1,クロッカ(L),芝,1400,良,6,６,,2,2,33.9,*,石橋脩, 56 ,10,7,1228, 0.6,"  ","  ","  ","  ",,210130
,210410,3中5,ニュージG2,スパークル,,牝,3,岩田望来, 54 ,16,"  ",,6,９,芝1600,良,1.7,6,7,10,35.8,7,1東8,１勝ｸﾗｽ*,芝,1600,良,3,１,,3,3,34.7,*,川田将雅, 54 ,9,7,1341,-0.0,"  ","  ","  ","  ",,210221
,210410,3中5,ニュージG2,ブルーシンフォニー,,牡,3,丸山元気, 56 ,16,"  ",,12,10,芝1600,良,1.8,3,10,10,35.8,10,1東1,クロッカ(L),芝,1400,良,4,５,,9,7,33.3,*,戸崎圭太, 56 ,10,6,1227, 0.5,"  ","  ","  ","  ",,210130
,210410,3中5,ニュージG2,ドゥラモンド,,牡,3,横山武史, 56 ,16,"  ",,5,11,芝1600,良,1.9,10,5,6,36.1,9,1名C,きさらぎG3,芝,2000,良,5,10,7,8,6,37.0,*,岩田望来, 56 ,11,10,2029, 1.9,"  ","  ","  ","  ",,210207
,210410,3中5,ニュージG2,トーセンウォーリア,,牡,3,武藤雅, 56 ,16,"  ",,16,12,芝1600,良,2.1,16,16,16,35.2,3,2名3,ファルコG3,芝,1400,良,13,14,,4,3,36.6,*,菱田裕二, 56 ,15,3,1221, 2.0,"  ","  ","  ","  ",,210320
,210410,3中5,ニュージG2,ワーズワース,,牡,3,北村宏司, 56 ,16,"  ",,7,13,芝1600,良,2.5,6,5,6,36.8,4,1阪A,１勝ｸﾗｽ*,ダ,1400,稍,1,１,,14,11,36.3,*,武豊, 56 ,16,1,1237,-0.1,"  ","  ","  ","  ",,210314
,210410,3中5,ニュージG2,ゲンパチミーティア,,牡,3,木幡巧也, 56 ,16,"  ",,13,14,芝1600,良,2.6,2,2,2,37.0,3,2名4,フローラ･1勝,芝,1600,不,3,１,2,2,2,37.2,*,松山弘平, 56 ,9,7,1372,-0.1,"  ","  ","  ","  ",,210321
,210410,3中5,ニュージG2,アヴェラーレ,,牝,3,ルメール, 54 ,16,"  ",,1,15,芝1600,良,2.6,13,10,13,36.5,9,1東3,春菜賞･1勝*,芝,1400,良,1,１,,4,5,33.3,,ルメール, 54 ,16,2,1221,-0.2,"  ","  ","  ","  ",,210206
,210410,3中5,ニュージG2,サトノブラーヴ,,牡,3,石橋脩, 56 ,16,"  ",,4,16,芝1600,良,3.0,3,2,2,37.5,8,1東5,未勝利,芝,1400,良,4,１,,14,14,33.5,,石橋脩, 56 ,16,8,1218,-0.4,"  ","  ","  ","  ",,210213
,200411,3中5,ニュージG2,ルフトシュトローム,,牡,3,石橋脩, 56 ,16,"  ",,2,１,芝1600,良,-0.1,11,12,10,34.2,5,2中3,１勝ｸﾗｽ*,芝,1600,良,1,１,5,4,4,34.5,*,川田将雅, 56 ,8,7,1348,-0.2,"  ","  ","  ","  ",,200307
,200411,3中5,ニュージG2,シーズンズギフト,,牝,3,津村明秀, 54 ,16,"  ",,5,２,芝1600,良,0.1,13,9,7,34.5,3,2中7,フラワーG3,芝,1800,良,1,３,5,4,4,36.9,*,横山典弘, 54 ,14,12,1486, 0.4,"  ","  ","  ","  ",,200320
,200411,3中5,ニュージG2,ウイングレイテスト,,牡,3,横山武史, 56 ,16,"  ",,7,３,芝1600,良,0.1,11,12,10,34.3,4,1名5,ファルコG3,芝,1400,重,7,６,,7,8,35.4,*,ミナリク, 56 ,18,1,1222, 0.9,"  ","  ","  ","  ",,200314
,200411,3中5,ニュージG2,アブソルティスモ,,牡,3,北村宏司, 56 ,16,"  ",,9,４,芝1600,良,0.5,6,5,4,35.4,4,1名5,ファルコG3,芝,1400,重,3,11,,18,16,36.2,*,丸山元気, 56 ,18,9,1236, 2.3,"  ","  ","  ","  ",,200314
,200411,3中5,ニュージG2,ソウルトレイン,,牡,3,田辺裕信, 56 ,16,"  ",,8,５,芝1600,良,0.5,4,5,4,35.4,12,1京7,白梅賞･1勝*,芝,1600,良,2,１,,2,2,34.7,*,川田将雅, 56 ,9,5,1362,-0.1,"  ","  ","  ","  ",,200119
,200411,3中5,ニュージG2,ハーモニーマゼラン,,牡,3,大野拓弥, 56 ,16,"  ",,3,６,芝1600,良,0.6,2,2,2,35.8,6,2中2,１勝ｸﾗｽ*,芝,1600,良,1,１,1,1,1,36.5,,大野拓弥, 56 ,9,2,1338,-0.3,"  ","  ","  ","  ",,200301
