Ｍ,日付,レース名,馬名S,Ｃ,性別,年齢,人気,着順,間隔,頭数,開催,距離,馬場状態,2角,3角,4角,前走開催,前芝・ダ,前距離,前走馬場状態,前2角,前3角,前4角,前走人気,前走着順,前走着差タイム,前クラス名,騎手,前騎手,馬体重,馬体重増減,前走馬体重増減,斤量,前走斤量,ブリンカー,前走B,馬印,前走馬印,馬印2,前走馬印2,馬印3,前走馬印3,馬印4,前走馬印4,多頭出し,所属,調教師,前走日付,前走レース名
,210410,ニュージG2,ゲンパチミーティア,,牡,3,13,14,3,16,3中5,芝1600,良,2,2,2,2名4,芝,1600,不,2,2,2,3,１,-0.1,1勝,木幡巧也,松山弘平,466,+2,-6, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",*,(栗),矢作芳人,210321,フローラ･1勝
,210410,ニュージG2,アヴェラーレ,,牝,3,1,15,9,16,3中5,芝1600,良,13,10,13,1東3,芝,1400,良,,4,5,1,１,-0.2,1勝,ルメール,ルメール,420,-6,+2, 54 , 54 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),木村哲也,210206,春菜賞･1勝*
,210410,ニュージG2,サトノブラーヴ,,牡,3,4,16,8,16,3中5,芝1600,良,3,2,2,1東5,芝,1400,良,,14,14,4,１,-0.4,未勝利,石橋脩,石橋脩,470,0,, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),堀宣行,210213,未勝利
,200411,ニュージG2,ルフトシュトローム,,牡,3,2,１,5,16,3中5,芝1600,良,11,12,10,2中3,芝,1600,良,5,4,4,1,１,-0.2,1勝,石橋脩,川田将雅,482,-4,-6, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),堀宣行,200307,１勝ｸﾗｽ*
,200411,ニュージG2,シーズンズギフト,,牝,3,5,２,3,16,3中5,芝1600,良,13,9,7,2中7,芝,1800,良,5,4,4,1,３, 0.4,Ｇ３,津村明秀,横山典弘,472,-2,-4, 54 , 54 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),黒岩陽一,200320,フラワーG3
,200411,ニュージG2,ウイングレイテスト,,牡,3,7,３,4,16,3中5,芝1600,良,11,12,10,1名5,芝,1400,重,,7,8,7,６, 0.9,Ｇ３,横山武史,ミナリク,490,+4,-6, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),青木孝文,200314,ファルコG3
,200411,ニュージG2,アブソルティスモ,,牡,3,9,４,4,16,3中5,芝1600,良,6,5,4,1名5,芝,1400,重,,18,16,3,11, 2.3,Ｇ３,北村宏司,丸山元気,500,+2,-4, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",*,(美),藤沢和雄,200314,ファルコG3
,200411,ニュージG2,ソウルトレイン,,牡,3,8,５,12,16,3中5,芝1600,良,4,5,4,1京7,芝,1600,良,,2,2,2,１,-0.1,1勝,田辺裕信,川田将雅,464,+2,0, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(栗),西村真幸,200119,白梅賞･1勝*
,200411,ニュージG2,ハーモニーマゼラン,,牡,3,3,６,6,16,3中5,芝1600,良,2,2,2,2中2,芝,1600,良,1,1,1,1,１,-0.3,1勝,大野拓弥,大野拓弥,516,0,+6, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),牧光二,200301,１勝ｸﾗｽ*
,200411,ニュージG2,オーロラフラッシュ,,牝,3,1,７,7,16,3中5,芝1600,良,10,9,10,1東8,芝,1600,良,,2,3,2,１,-0.0,1勝,ルメール,ルメール,456,+8,+6, 54 , 54 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",*,(美),藤沢和雄,200223,１勝ｸﾗｽ*
,200411,ニュージG2,コウソクスピード,,牡,3,12,８,8,16,3中5,芝1600,良,7,7,7,1東6,芝,1400,稍,,13,13,4,３, 0.5,1勝,丸山元気,丸山元気,518,-2,+10, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),中舘英二,200216,１勝ｸﾗｽ*
,200411,ニュージG2,グレイトホーン,,牡,3,16,９,3,16,3中5,芝1600,良,14,14,14,2中8,芝,1600,良,5,4,3,2,７, 1.5,1勝,野中悠太,丸山元気,480,+2,-8, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),根本康広,200321,黄梅賞･1勝*
,200411,ニュージG2,マイネルグリット,,牡,3,11,10,4,16,3中5,芝1600,良,4,4,4,1名5,芝,1400,重,,14,14,12,12, 2.8,Ｇ３,国分優作,国分優作,488,-4,+8, 56 , 57 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(栗),吉田直弘,200314,ファルコG3
,200411,ニュージG2,シャチ,,牡,3,13,11,1,16,3中5,芝1600,良,16,16,16,3中3,芝,1600,良,6,5,4,10,１,-0.0,1勝,山田敬士,山田敬士,456,-2,-4, 56 ,53▲,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),小桧山悟,200404,１勝ｸﾗｽ*
,200411,ニュージG2,フルートフルデイズ,,牝,3,15,12,3,16,3中5,芝1600,良,9,7,9,2中8,芝,1600,良,7,8,7,7,５, 0.4,1勝,木幡巧也,木幡巧也,456,+10,-10, 54 , 54 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(栗),浜田多実,200321,黄梅賞･1勝*
,200411,ニュージG2,カリオストロ,,牝,3,4,13,4,16,3中5,芝1600,良,1,1,1,1阪6,芝,1400,稍,,1,1,1,４, 0.4,Ｇ２,ヒューイ,松山弘平,454,-4,+4, 54 , 54 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(栗),加用正,200315,フィリーG2
,200411,ニュージG2,ソングオブザハート,,牝,3,14,14,4,16,3中5,芝1600,良,14,14,14,2中6,芝,1600,稍,5,3,3,9,５, 0.3,OP(L),川又賢治,川又賢治,410,-2,-4, 54 , 54 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(栗),寺島良,200315,アネモネ(L)
,200411,ニュージG2,ペールエール,,牡,3,6,15,17,16,3中5,芝1600,良,7,9,13,5阪6,芝,1600,良,,7,8,4,16, 4.0,Ｇ１,北村友一,マーフィ,506,+14,-2, 56 , 55 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(栗),安田隆行,191215,フューチG1
,200411,ニュージG2,カフェサンドリヨン,,牝,3,10,16,3,16,3中5,芝1600,良,2,2,2,2中8,芝,1600,良,2,1,1,4,２, 0.0,1勝,内田博幸,北村宏司,462,0,+2, 54 , 54 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),古賀慎明,200321,黄梅賞･1勝*
,190406,ニュージG2,ワイドファラオ,,牡,3,4,１,17,15,3中5,芝1600,良,1,1,1,4名3,芝,1600,良,4,2,2,1,１,-0.2,未勝利,内田博幸,福永祐一,512,+12,+4, 56 , 55 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(栗),角居勝彦,181208,未勝利*
,190406,ニュージG2,メイショウショウブ,,牝,3,3,２,5,15,3中5,芝1600,良,2,3,4,1阪3,芝,1600,良,,6,3,3,９, 1.1,Ｇ２,横山典弘,池添謙一,480,-2,0, 54 , 54 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(栗),池添兼雄,190302,チューリG2
,190406,ニュージG2,ヴィッテルスバッハ,,牡,3,2,３,7,15,3中5,芝1600,良,14,11,11,1東7,芝,1600,良,,10,5,4,１,-0.0,500万,戸崎圭太,石橋脩,462,+6,-2, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),池上昌和,190216,500万下*
,190406,ニュージG2,アガラス,,牡,3,1,４,9,15,3中5,芝1600,良,9,8,9,2京4,芝,1800,良,,5,4,2,７, 1.2,Ｇ３,ルメール,戸崎圭太,504,-4,+12, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),古賀慎明,190203,きさらぎG3
,190406,ニュージG2,ショーヒデキラ,,牡,3,11,５,2,15,3中5,芝1600,良,7,8,7,2名5,芝,1600,良,4,4,3,3,１,-0.2,未勝利,野中悠太,横山武史,470,+2,-8, 56 ,55☆,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),鈴木伸尋,190323,未勝利
,190406,ニュージG2,コスモカレンドゥラ,,牡,3,10,６,3,15,3中5,芝1600,良,5,3,7,2中8,芝,1800,良,4,4,4,12,14, 1.4,Ｇ２,丹内祐次,丹内祐次,446,0,+2, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),田中博康,190317,スプリンG2
,190406,ニュージG2,ココフィーユ,,牝,3,8,７,4,15,3中5,芝1600,良,2,2,2,1阪6,芝,1400,稍,,7,6,10,17, 1.5,Ｇ２,大野拓弥,藤井勘一,430,0,-4, 54 , 54 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),斎藤誠,190310,フィリーG2
,190406,ニュージG2,アフランシール,,牝,3,5,８,5,15,3中5,芝1600,良,10,14,13,1阪3,芝,1600,良,,2,2,8,８, 0.9,Ｇ２,田辺裕信,岩田康誠,480,+2,-4, 54 , 54 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),尾関知人,190302,チューリG2
,190406,ニュージG2,ミッキーブラック,,牡,3,9,９,3,15,3中5,芝1600,良,13,3,2,1阪7,芝,2000,稍,4,4,5,4,８, 1.7,OP(L),松岡正海,松山弘平,470,-8,+2, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(栗),音無秀孝,190316,若葉Ｓ(L)
,190406,ニュージG2,カルリーノ,,牡,3,6,10,1,15,3中5,芝1600,良,5,3,4,3中4,芝,1600,稍,6,6,6,2,３, 0.3,500万,石川裕紀,勝浦正樹,498,-4,+2, 56 , 56 ,B,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),高橋裕,190331,500万下*
,190406,ニュージG2,グラナタス,,牡,3,7,11,5,15,3中5,芝1600,良,2,3,4,1阪3,芝,1400,良,,3,3,4,１,-0.0,500万,三浦皇成,福永祐一,468,+8,+8, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),鹿戸雄一,190302,500万下*
,190406,ニュージG2,ホープフルサイン,,牡,3,12,12,4,15,3中5,芝1600,良,10,11,11,2中5,芝,1200,良,,5,8,13,１,-0.0,500万,江田照男,江田照男,492,-2,-3, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),本間忍,190309,500万下*
,190406,ニュージG2,ダイシンインディー,,牡,3,13,13,4,15,3中5,芝1600,良,7,8,9,2中5,ダ,1800,稍,1,1,1,4,１,-0.1,500万,武藤雅,川田将雅,528,0,+4, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),戸田博文,190309,500万下*
,190406,ニュージG2,エリーバラード,,牝,3,14,14,7,15,3中5,芝1600,良,10,11,13,佐賀,ダ,1400,不,3,3,1,1,１,-0.2,重賞,武士沢友,鮫島克也,488,-5,+8, 54 , 54 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),菊沢隆徳,190219,たんぽ
,190406,ニュージG2,アンクルテイオウ,,牡,3,,外,3,15,3中5,芝1600,良,,,,1阪7,芝,2000,稍,4,4,4,7,６, 1.0,OP(L),四位洋文,四位洋文,474,-2,-4, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(栗),高橋亮,190316,若葉Ｓ(L)
,180407,ニュージG2,カツジ,,牡,3,2,１,9,15,3中5,芝1600,良,13,14,10,2京4,芝,1800,良,,3,3,3,５, 0.8,Ｇ３,松山弘平,松山弘平,478,-12,+14, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(栗),池添兼雄,180204,きさらぎG3
,180407,ニュージG2,ケイアイノーテック,,牡,3,1,２,4,15,3中5,芝1600,良,8,8,5,1阪6,芝,1600,良,,6,7,1,１,-0.7,500万,戸崎圭太,川田将雅,456,-12,0, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(栗),平田修,180311,500万下*
,180407,ニュージG2,デルタバローズ,,牡,3,9,３,12,15,3中5,芝1600,良,8,5,5,1中5,芝,2000,良,4,4,4,3,13, 1.7,Ｇ３,大野拓弥,石橋脩,502,+4,+10, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),堀宣行,180114,京成杯G3
,180407,ニュージG2,ゴールドギア,,牡,3,12,４,5,15,3中5,芝1600,良,15,15,10,2中4,芝,1600,良,10,10,8,4,３, 0.3,500万,武藤雅,武藤雅,470,0,-2, 56 ,54△,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),伊藤圭三,180304,500万下*
,180407,ニュージG2,アイスフィヨルド,,牡,3,7,５,3,15,3中5,芝1600,良,8,8,10,2中8,芝,1600,良,3,3,2,3,１,-0.0,500万,北村宏司,戸崎圭太,442,+2,0, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),武藤善則,180318,500万下*
,180407,ニュージG2,ファストアプローチ,,牡,3,5,６,13,15,3中5,芝1600,良,5,10,10,1京3,芝,1600,稍,,7,6,2,４, 0.7,Ｇ３,田辺裕信,Ｍ．デム,544,+6,-2, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),藤沢和雄,180108,シンザンG3
,180407,ニュージG2,カシアス,,牡,3,3,７,13,15,3中5,芝1600,良,1,1,1,1京3,芝,1600,稍,,1,1,4,３, 0.3,Ｇ３,浜中俊,浜中俊,478,-4,+2, 56 , 57 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(栗),清水久詞,180108,シンザンG3
,180407,ニュージG2,リョーノテソーロ,,牡,3,4,８,10,15,3中5,芝1600,良,8,11,10,1東1,芝,1400,稍,,6,5,5,１,-0.0,ｵｰﾌﾟﾝ,吉田隼人,吉田隼人,514,+4,+6, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),武井亮,180127,クロッカ
,180407,ニュージG2,エントシャイデン,,牡,3,10,９,2,15,3中5,芝1600,良,2,2,2,2阪1,芝,1400,良,,1,1,1,３, 0.2,500万,田中勝春,武豊,458,-6,+2, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(栗),矢作芳人,180324,500万下*
,180407,ニュージG2,コスモイグナーツ,,牡,3,11,10,3,15,3中5,芝1600,良,5,3,3,2中8,芝,1800,良,1,1,1,12,11, 2.0,Ｇ２,柴田大知,津村明秀,462,+2,-4, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),高橋祥泰,180318,スプリンG2
,180407,ニュージG2,カイザーメランジェ,,牡,3,15,11,3,15,3中5,芝1600,良,13,11,5,2名3,芝,1400,良,,12,13,10,11, 1.0,Ｇ３,黛弘人,武士沢友,458,-4,+2, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),中野栄治,180317,ファルコG3
,180407,ニュージG2,イサチルルンルン,,牝,3,13,12,4,15,3中5,芝1600,良,8,11,15,1阪6,芝,1400,良,,15,15,12,14, 1.0,Ｇ２,国分恭介,国分恭介,434,+6,-14, 54 , 54 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),竹内正洋,180311,フィリーG2
,180407,ニュージG2,ラムセスバローズ,,牡,3,6,13,5,15,3中5,芝1600,良,2,3,3,2中4,芝,1600,良,9,7,6,1,１,-0.1,500万,内田博幸,ルメール,488,-10,-4, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),木村哲也,180304,500万下*
,180407,ニュージG2,ペイシャルアス,,牝,3,14,14,15,15,3中5,芝1600,良,5,6,9,5中8,芝,1200,良,,6,7,3,６, 0.9,ｵｰﾌﾟﾝ,三浦皇成,川田将雅,478,+4,-16, 54 , 55 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(栗),坂口正則,171224,クリスマ
,180407,ニュージG2,アンブロジオ,,牡,3,8,15,3,15,3中5,芝1600,良,2,6,5,2名3,芝,1400,良,,2,2,4,４, 0.2,Ｇ３,石橋脩,横山典弘,450,+2,+2, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),菊沢隆徳,180317,ファルコG3
,170408,ニュージG2,ジョーストリクトリ,,牡,3,12,１,3,16,3中5,芝1600,稍,5,5,4,2名3,芝,1400,良,,5,5,4,６, 0.4,Ｇ３,シュタル,武豊,492,-2,-8, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(栗),清水久詞,170318,ファルコG3
,170408,ニュージG2,メイソンジュニア,,牡,3,8,２,3,16,3中5,芝1600,稍,1,1,1,2名3,芝,1400,良,,3,3,6,３, 0.1,Ｇ３,菱田裕二,菱田裕二,478,-8,+14, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(栗),渡辺薫彦,170318,ファルコG3
,170408,ニュージG2,ボンセルヴィーソ,,牡,3,5,３,3,16,3中5,芝1600,稍,2,2,2,2名3,芝,1400,良,,3,3,2,２, 0.0,Ｇ３,松山弘平,松山弘平,464,-4,+6, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(栗),池添学,170318,ファルコG3
,170408,ニュージG2,スズカゼ,,牝,3,9,４,4,16,3中5,芝1600,稍,3,3,2,2中5,芝,1600,良,2,2,2,5,３, 0.2,ｵｰﾌﾟﾝ,吉田隼人,大野拓弥,466,-2,-6, 54 , 54 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),伊藤正徳,170311,アネモネ
,170408,ニュージG2,タイムトリップ,,牡,3,6,５,10,16,3中5,芝1600,稍,14,13,9,1東1,芝,1400,良,,7,7,2,１,-0.1,ｵｰﾌﾟﾝ,田辺裕信,戸崎圭太,480,+2,-4, 56 , 57 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),菊川正達,170128,クロッカ
,170408,ニュージG2,スズカメジャー,,牡,3,2,６,4,16,3中5,芝1600,稍,9,12,15,2名1,芝,1600,良,9,8,8,1,１,-0.0,500万,岩田康誠,岩田康誠,490,0,-4, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(栗),橋田満,170311,フローラ500*
,170408,ニュージG2,タイセイスターリー,,牡,3,4,７,8,16,3中5,芝1600,稍,3,3,4,1東6,芝,1800,良,2,1,1,4,４, 0.4,Ｇ３,内田博幸,ルメール,520,+4,-8, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",*,(栗),矢作芳人,170212,共同通信G3
,170408,ニュージG2,クライムメジャー,,牡,3,1,８,5,16,3中5,芝1600,稍,8,9,9,1阪4,芝,1400,良,,2,3,1,１,-0.0,500万,川田将雅,Ｍ．デム,506,-6,+12, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(栗),池江泰寿,170305,500万下*
,170408,ニュージG2,ダイイチターミナル,,牡,3,11,９,3,16,3中5,芝1600,稍,11,7,6,2名3,芝,1400,良,,13,13,12,４, 0.2,Ｇ３,大野拓弥,大野拓弥,432,-2,+2, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),高市圭二,170318,ファルコG3
,170408,ニュージG2,ナイトバナレット,,牡,3,7,10,3,16,3中5,芝1600,稍,15,15,15,2名3,芝,1400,良,,15,13,1,11, 0.9,Ｇ３,中谷雄太,中谷雄太,478,+2,+2, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",*,(栗),矢作芳人,170318,ファルコG3
,170408,ニュージG2,カリビアンゴールド,,牝,3,10,11,4,16,3中5,芝1600,稍,5,6,6,2中5,芝,1600,良,8,6,7,5,１,-0.1,500万,田中勝春,シュタル,460,-10,+2, 54 , 54 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),小島太,170311,500万下*
,170408,ニュージG2,イノバティブ,,牡,3,14,12,3,16,3中5,芝1600,稍,16,15,9,1阪7,芝,1400,良,,11,7,6,１,-0.2,500万,石川裕紀,松若風馬,440,+8,-8, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),相沢郁,170318,500万下*
,170408,ニュージG2,ランガディア,,牡,3,3,13,7,16,3中5,芝1600,稍,12,11,12,1東8,芝,1600,良,,4,4,4,１,-0.1,500万,戸崎圭太,内田博幸,462,-12,+6, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),木村哲也,170219,500万下*
,170408,ニュージG2,ジャッキー,,牡,3,13,14,3,16,3中5,芝1600,稍,5,9,12,2名3,芝,1400,良,,7,9,5,12, 0.9,Ｇ３,松岡正海,内田博幸,478,-2,-4, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),高橋祥泰,170318,ファルコG3
,170408,ニュージG2,マンカストラップ,,牡,3,15,15,3,16,3中5,芝1600,稍,9,7,6,2名3,芝,1400,良,,10,10,13,14, 1.5,Ｇ３,江田照男,江田照男,480,+2,0, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),伊藤大士,170318,ファルコG3
,170408,ニュージG2,セイカチトセ,,牡,3,16,16,4,16,3中5,芝1600,稍,12,13,12,2名2,ダ,1400,良,,12,11,6,７, 0.4,ｵｰﾌﾟﾝ,吉田豊,大野拓弥,478,+4,-4, 56 , 56 ,B,B,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),南田美知,170312,昇竜Ｓ
,160409,ニュージG2,ダンツプリウス,,牡,3,2,１,6,16,3中5,芝1600,良,8,5,3,1阪1,芝,1600,良,,8,5,9,２, 0.0,Ｇ３,丸山元気,丸山元気,498,-8,+2, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(栗),山内研二,160227,アーリンG3
,160409,ニュージG2,ストーミーシー,,牡,3,14,２,2,16,3中5,芝1600,良,11,13,15,3中2,芝,1200,良,,7,6,6,２, 0.2,500万,江田照男,江田照男,520,+2,-4, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),斎藤誠,160327,500万下*
,160409,ニュージG2,エクラミレネール,,牝,3,12,３,4,16,3中5,芝1600,良,9,9,8,2中5,芝,1600,良,4,2,2,6,４, 0.2,ｵｰﾌﾟﾝ,北村宏司,内田博幸,436,-4,-6, 54 , 54 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),高橋裕,160312,アネモネ
,160409,ニュージG2,アストラエンブレム,,牡,3,1,４,4,16,3中5,芝1600,良,15,15,12,2名1,芝,1600,良,1,1,1,1,１,-0.1,500万,田辺裕信,ルメール,456,0,0, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),小島茂之,160312,フローラ500*
,160409,ニュージG2,レインボーライン,,牡,3,4,５,6,16,3中5,芝1600,良,14,13,12,1阪1,芝,1600,良,,9,5,4,１,-0.0,Ｇ３,内田博幸,Ｍ．デム,432,-6,+4, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(栗),浅見秀一,160227,アーリンG3
,160409,ニュージG2,ハレルヤボーイ,,牡,3,6,６,3,16,3中5,芝1600,良,15,15,15,2中7,芝,1800,良,6,6,5,6,８, 0.9,Ｇ２,吉田豊,吉田豊,448,-4,-4, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),田村康仁,160320,スプリンG2
,160409,ニュージG2,サーブルオール,,牡,3,3,７,5,16,3中5,芝1600,良,11,9,6,2中3,芝,1600,良,5,2,4,1,１,-0.1,500万,柴山雄一,ルメール,478,-8,+2, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),萩原清,160305,黄梅賞500*
,160409,ニュージG2,キャプテンペリー,,牡,3,7,８,4,16,3中5,芝1600,良,1,2,1,2中6,芝,1600,良,3,2,2,4,１,-0.1,500万,大野拓弥,大野拓弥,474,+2,+4, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),岩戸孝樹,160313,500万下*
,160409,ニュージG2,ショウナンライズ,,牡,3,9,９,3,16,3中5,芝1600,良,5,3,6,2名3,芝,1400,不,,8,10,5,８, 1.0,Ｇ３,柴田善臣,吉田豊,460,0,-4, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),上原博之,160319,ファルコG3
,160409,ニュージG2,マディディ,,牡,3,10,10,3,16,3中5,芝1600,良,11,12,12,2名3,芝,1400,不,,12,13,8,４, 0.6,Ｇ３,三浦皇成,シュタル,456,-6,0, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(栗),友道康夫,160319,ファルコG3
,160409,ニュージG2,カープストリーマー,,牡,3,8,11,3,16,3中5,芝1600,良,5,9,8,2中7,芝,1600,稍,3,3,3,7,１,-0.1,500万,岩田康誠,シュタル,518,+4,-6, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(栗),清水久詞,160320,500万下*
,160409,ニュージG2,ボールライトニング,,牡,3,5,12,6,16,3中5,芝1600,良,9,5,3,1阪1,芝,1600,良,,9,10,2,８, 0.2,Ｇ３,蛯名正義,福永祐一,504,-6,+4, 56 , 57 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(栗),宮本博,160227,アーリンG3
,160409,ニュージG2,ダノンスパーク,,牡,3,11,13,5,16,3中5,芝1600,良,5,5,8,2中3,芝,1600,良,2,2,2,4,２, 0.1,500万,石橋脩,田辺裕信,530,+2,-4, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(栗),音無秀孝,160305,黄梅賞500*
,160409,ニュージG2,ジュンザワールド,,牡,3,16,14,5,16,3中5,芝1600,良,2,3,3,2中3,芝,1600,良,3,5,4,5,６, 0.5,500万,田中勝春,横山典弘,510,+2,-6, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),勢司和浩,160305,黄梅賞500*
,160409,ニュージG2,モンスターキング,,牡,3,13,15,3,16,3中5,芝1600,良,2,1,2,2名3,芝,1400,不,,16,16,10,10, 1.2,Ｇ３,石川裕紀,蛯名正義,464,+4,+6, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(美),武井亮,160319,ファルコG3
,160409,ニュージG2,マテラアリオン,,牡,3,15,16,10,16,3中5,芝1600,良,2,5,8,1東1,芝,1400,稍,,3,3,6,９, 2.4,ｵｰﾌﾟﾝ,松岡正海,ベリー,458,0,-8, 56 , 56 ,,,"  ","  ","  ","  ","  ","  ","  ","  ",,(栗),森秀行,160130,クロッカ
