Ｍ,日付,開催,レース名,馬名S,Ｃ,性別,年齢,騎手,斤量,頭数,馬印,レース印１,人気,着順,距離,馬場状態,着差,2角,3角,4角,上り3F,間隔,前走開催,前走レース名,前芝・ダ,前距離,前走馬場状態,前走人気,前走着順,前2角,前3角,前4角,前走上り3F,替,前騎手,前走斤量,前走頭数,前走馬番,前走走破タイム,前走着差タイム,前走馬印,前走馬印2,前走馬印3,前走馬印4,前走レース印１,前走日付
,170408,2阪5,阪神牝馬G2,ヒルノマテーラ,,牝,6,四位洋文, 54 ,16,"  ",,14,９,芝1600,重,1.3,,12,11,35.0,4,2中6,中山牝馬ＨG3,芝,1800,良,12,11,11,13,12,34.2,*,岩田康誠, 54 ,16,12,1500, 0.6,"  ","  ","  ","  ",,170312
,170408,2阪5,阪神牝馬G2,ダンツキャンサー,,牝,6,藤岡佑介, 54 ,16,"  ",,16,10,芝1600,重,1.3,,4,3,35.9,2,2阪2,六甲Ｓ,芝,1600,良,11,７,,3,4,34.4,*,鮫島克駿, 54 ,11,11,1346, 0.4,"  ","  ","  ","  ",,170326
,170408,2阪5,阪神牝馬G2,クリノラホール,,牝,4,北村友一, 54 ,16,"  ",,12,11,芝1600,重,1.5,,5,5,35.8,12,1名1,愛知杯ＨG3,芝,2000,稍,3,７,7,8,10,35.6,,北村友一, 53 ,15,12,2018, 0.4,"  ","  ","  ","  ",,170114
,170408,2阪5,阪神牝馬G2,デニムアンドルビー,,牝,7,藤岡康太, 54 ,16,"  ",,6,12,芝1600,重,1.5,,15,15,34.9,4,2中6,中山牝馬ＨG3,芝,1800,良,6,５,14,13,12,33.7,*,シュタル,55.5,16,9,1496, 0.2,"  ","  ","  ","  ",,170312
,170408,2阪5,阪神牝馬G2,タッチングスピーチ,,牝,5,和田竜二, 54 ,16,"  ",,9,13,芝1600,重,1.7,,15,15,35.1,4,2名1,金鯱賞G2,芝,2000,良,10,９,11,11,10,34.8,*,ルメール, 54 ,16,5,1596, 0.4,"  ","  ","  ","  ",,170311
,170408,2阪5,阪神牝馬G2,メイショウマンボ,,牝,7,小牧太, 55 ,16,"  ",,11,14,芝1600,重,1.8,,13,14,35.4,4,2中6,中山牝馬ＨG3,芝,1800,良,13,14,8,8,9,35.0,*,柴田善臣, 54 ,16,8,1504, 1.0,"  ","  ","  ","  ",,170312
,170408,2阪5,阪神牝馬G2,クイーンズリング,,牝,5,Ｍ．デム, 56 ,16,"  ",,2,15,芝1600,重,2.2,,2,3,36.8,17,香港,香港ＣG1,芝,2000,良,,９,,,,,,Ｍ．デム,55.5,12,,2020, 1.1,"  ","  ","  ","  ",,161211
,170408,2阪5,阪神牝馬G2,ウエスタンレベッカ,,牝,7,高倉稜, 54 ,16,"  ",,15,16,芝1600,重,2.7,,8,8,36.7,4,1阪5,うずしお1600,芝,1600,良,11,４,,1,1,33.7,*,菱田裕二, 55 ,11,8,1343, 0.5,"  ","  ","  ","  ",,170311
,160409,2阪5,阪神牝馬G2,スマートレイアー,,牝,6,Ｍ．デム, 54 ,13,"  ",,2,１,芝1600,良,-0.0,,1,1,34.2,9,1東4,東京新聞G3,芝,1600,良,5,１,,1,1,33.5,*,吉田隼人, 55 ,14,6,1341,-0.3,"  ","  ","  ","  ",,160207
,160409,2阪5,阪神牝馬G2,ミッキークイーン,,牝,4,ルメール, 56 ,13,"  ",,1,２,芝1600,良,0.0,,9,9,33.3,19,5東9,ＪＣG1,芝,2400,良,3,８,9,11,11,34.2,*,浜中俊, 53 ,18,11,2250, 0.3,"  ","  ","  ","  ",,151129
,160409,2阪5,阪神牝馬G2,ウインプリメーラ,,牝,6,川田将雅, 54 ,13,"  ",,5,３,芝1600,良,0.1,,4,5,33.9,7,2京7,京都牝馬G3,芝,1400,重,3,３,,8,7,35.7,,川田将雅, 55 ,18,11,1231, 0.2,"  ","  ","  ","  ",,160220
,160409,2阪5,阪神牝馬G2,カフェブリリアント,,牝,6,福永祐一, 55 ,13,"  ",,7,４,芝1600,良,0.2,,6,5,33.9,16,5中5,"ターコイＨ･ ",芝,1600,良,1,８,7,6,3,34.4,*,田辺裕信, 55 ,16,12,1361, 0.4,"  ","  ","  ","  ",,151219
,160409,2阪5,阪神牝馬G2,ココロノアイ,,牝,4,武豊, 54 ,13,"  ",,6,５,芝1600,良,0.5,,7,7,34.0,25,4京5,秋華賞G1,芝,2000,良,6,14,8,8,6,35.6,*,横山典弘, 55 ,18,1,1580, 1.1,"  ","  ","  ","  ",,151018
,160409,2阪5,阪神牝馬G2,ペルフィカ,,牝,4,藤岡佑介, 54 ,13,"  ",,12,６,芝1600,良,0.6,,11,11,33.6,7,2京7,京都牝馬G3,芝,1400,重,12,７,,18,18,35.3,*,武豊, 54 ,18,7,1236, 0.7,"  ","  ","  ","  ",,160220
,160409,2阪5,阪神牝馬G2,ダンツキャンサー,,牝,5,和田竜二, 54 ,13,"  ",,13,７,芝1600,良,0.6,,2,3,34.6,5,1阪4,大阪城ＳＨ,芝,1800,良,13,15,,2,3,35.8,*,高倉稜, 51 ,16,2,1464, 1.2,"  ","  ","  ","  ",,160306
,160409,2阪5,阪神牝馬G2,アンドリエッテ,,牝,4,藤岡康太, 54 ,13,"  ",,4,８,芝1600,良,0.8,,12,12,33.7,4,1阪6,うずしお1600,芝,1600,良,1,１,,6,6,33.5,*,Ｍ．デム, 55 ,14,13,1353,-0.0,"  ","  ","  ","  ",,160313
,160409,2阪5,阪神牝馬G2,ストレイトガール,,牝,7,戸崎圭太, 56 ,13,"  ",,3,９,芝1600,良,0.8,,4,3,34.8,17,香港,香スプG1,芝,1200,良,,９,,,,,,戸崎圭太,55.5,13,,1097, 1.0,"  ","  ","  ","  ",,151213
,160409,2阪5,阪神牝馬G2,アイライン,,牝,4,松山弘平, 54 ,13,"  ",,11,10,芝1600,良,0.8,,8,7,34.3,16,5中5,"ターコイＨ･ ",芝,1600,良,8,16,7,6,8,35.2,*,松岡正海, 52 ,16,8,1369, 1.2,"  ","  ","  ","  ",,151219
,160409,2阪5,阪神牝馬G2,ダンスアミーガ,,牝,5,池添謙一, 54 ,13,"  ",,10,11,芝1600,良,1.0,,2,2,35.1,2,2阪2,六甲Ｓ,芝,1600,良,14,11,,7,11,34.1,*,川島信二, 55 ,16,5,1338, 0.7,"  ","  ","  ","  ",,160327
,160409,2阪5,阪神牝馬G2,レッドリヴェール,,牝,5,菱田裕二, 54 ,13,"  ",,8,12,芝1600,良,1.1,,12,12,33.9,16,5中5,"ターコイＨ･ ",芝,1600,良,7,15,10,10,10,34.8,*,内田博幸, 54 ,16,13,1367, 1.0,"  ","  ","  ","  ",,151219
,160409,2阪5,阪神牝馬G2,メイショウマンボ,,牝,6,武幸四郎, 55 ,13,"  ",,9,13,芝1600,良,1.2,,9,9,34.5,14,1京1,京都金杯ＨG3,芝,1600,良,10,14,,11,11,34.1,,武幸四郎, 55 ,17,5,1339, 0.9,"  ","  ","  ","  ",,160105
