Ｍ,日付,開催,Ｒ,レース名,馬名,Ｃ,性別,年齢,騎手,斤量,頭数,馬番,馬印,馬印2,馬印3,馬印4,レース印１,馬主(最新/仮想),人気,着順,芝・ダ,距離,コース区分,馬場状態,賞金,多頭出し,所属,調教師,走破タイム,着差,2角,3角,4角,上り3F,PCI,好走,PCI3,RPCI,上3F地点差,馬体重,馬体重増減,ブリンカー,単勝配当,複勝配当,枠連,馬連,馬単,３連複,３連単,間隔,前走日付,前走開催,前走Ｒ,前走レース名,替,前騎手,前走斤量,前走頭数,前走馬番,前走人気,前走着順,前芝・ダ,前距離,前走馬場状態,前走走破タイム,前走着差タイム,前2角,前3角,前4角,前走上り3F,前PCI,前好走,前走馬体重,前走馬体重増減,前走B,前走馬印,前走馬印2,前走馬印3,前走馬印4,前走レース印１
,190406,2阪5,11,阪神牝馬G2,レッドオルガ,,牝,5,北村友一, 54 ,14,10,"  ","  ","  ","  ",,東京ホースレーシング,3,７,芝,1600,B,良,0,,(栗),藤原英昭,1337,0.1,,11,10,33.0,60.4,*,58.07,57.1,0.7,450,0,,(9.4),,,,,,,9,190203,1東4,11,東京新聞G3,,北村友一, 54 ,15,6,6,２,芝,1600,良,1320, 0.1,,6,6,33.6,54.3,*,450,0,,"  ","  ","  ","  ",
,190406,2阪5,11,阪神牝馬G2,ラッキーライラック,,牝,4,石橋脩, 54 ,14,4,"  ","  ","  ","  ",,サンデーレーシング,1,８,芝,1600,B,良,0,,(栗),松永幹夫,1338,0.2,,9,7,33.2,59.5,*,58.07,57.1,0.6,510,-2,,(1.5),,,,,,,6,190224,2中2,11,中山記念G2,,石橋脩, 53 ,11,3,6,２,芝,1800,良,1455, 0.0,2,2,2,34.9,51.1,*,512,+2,,"  ","  ","  ","  ",
,190406,2阪5,11,阪神牝馬G2,サトノワルキューレ,,牝,4,浜中俊, 55 ,14,3,"  ","  ","  ","  ",,サトミホースカンパニー,11,９,芝,1600,B,良,0,*,(栗),角居勝彦,1339,0.3,,11,13,32.8,61.8,*,58.07,57.1,1.1,464,-2,,(48.7),,,,,,,4,190310,2名2,11,金鯱賞G2,*,四位洋文, 54 ,13,3,11,11,芝,2000,稍,2017, 1.6,9,9,9,35.3,54.9,,466,+14,,"  ","  ","  ","  ",
,190406,2阪5,11,阪神牝馬G2,サラキア,,牝,4,池添謙一, 54 ,14,1,"  ","  ","  ","  ",,シルクレーシング,5,10,芝,1600,B,良,0,,(栗),池添学,1339,0.3,,7,7,33.3,59.2,*,58.07,57.1,0.6,442,+2,,(16.2),,,,,,,13,190105,1京1,11,京都金杯ＨG3,,池添謙一, 53 ,17,2,2,７,芝,1600,良,1353, 0.4,,6,9,35.0,53.4,*,440,-2,,"  ","  ","  ","  ",
,190406,2阪5,11,阪神牝馬G2,リバティハイツ,,牝,4,福永祐一, 54 ,14,7,"  ","  ","  ","  ",,社台レースホース,10,11,芝,1600,B,良,0,,(栗),高野友和,1339,0.3,,7,7,33.3,59.2,*,58.07,57.1,0.6,456,-6,,(35.5),,,,,,,7,190216,2京7,11,京都牝馬G3,*,北村友一, 55 ,18,4,4,９,芝,1400,良,1218, 0.8,,11,11,34.6,52.3,*,462,+12,,"  ","  ","  ","  ",
,190406,2阪5,11,阪神牝馬G2,ベルーガ,,牝,4,中井裕二, 54 ,14,13,"  ","  ","  ","  ",,R.アンダーソン,14,12,芝,1600,B,良,0,*,(栗),中内田充,1340,0.4,,14,13,33.0,60.9,*,58.07,57.1,1.0,480,0,,(355.4),,,,,,,2,190324,2阪2,11,六甲Ｓ(L),,中井裕二, 54 ,17,5,12,13,芝,1600,良,1348, 0.9,,4,6,34.8,53.4,*,480,-12,,"  ","  ","  ","  ",
,190406,2阪5,11,阪神牝馬G2,メイショウオワラ,,牝,5,秋山真一, 54 ,14,9,"  ","  ","  ","  ",,松本好雄,13,13,芝,1600,B,良,0,,(栗),岡田稲男,1341,0.5,,9,10,33.3,59.5,*,58.07,57.1,0.8,454,-10,,(88.5),,,,,,,4,190309,1阪5,10,うずしお1600,,秋山真一, 55 ,11,7,10,１,芝,1600,良,1342,-0.1,,8,8,34.3,54.8,*,464,-2,,"  ","  ","  ","  ",
,190406,2阪5,11,阪神牝馬G2,ワントゥワン,,牝,6,シュタル, 54 ,14,2,"  ","  ","  ","  ",,青山洋一,7,14,芝,1600,B,良,0,,(栗),藤岡健一,1342,0.6,,11,10,33.4,59.2,*,58.07,57.1,0.8,456,+2,,(26.3),,,,,,,7,190216,2京7,11,京都牝馬G3,*,Ｍ．デム, 55 ,18,11,3,６,芝,1400,良,1217, 0.7,,17,16,33.8,56.3,*,454,+2,,"  ","  ","  ","  ",
,180407,2阪5,11,阪神牝馬G2,ミスパンテール,,牝,4,横山典弘, 54 ,13,11,"  ","  ","  ","  ",,寺田千代乃,4,１,芝,1600,B,良,5500,,(栗),昆貢,1348,-0.0,,1,1,33.8,58.3,*,59.30,58.3,0.0,506,0,,840,210,12230,16680,28330,8660,82760,7,180217,2京7,11,京都牝馬G3,,横山典弘, 55 ,12,8,1,１,芝,1400,良,1230,-0.1,,6,6,34.1,57.6,*,506,+6,,"  ","  ","  ","  ",
,180407,2阪5,11,阪神牝馬G2,レッドアヴァンセ,,牝,5,北村友一, 54 ,13,10,"  ","  ","  ","  ",,東京ホースレーシング,11,２,芝,1600,B,良,2200,,(栗),音無秀孝,1348,0.0,,2,2,33.7,58.8,*,59.30,58.3,0.1,444,0,,(55.6),660,12230,16680,28330,8660,82760,20,171118,5東5,10,ユートピ1600,*,ルメール, 55 ,13,2,3,１,芝,1600,良,1347,-0.1,,6,5,33.1,61.7,*,444,-16,,"  ","  ","  ","  ",
,180407,2阪5,11,阪神牝馬G2,リスグラシュー,,牝,4,武豊, 54 ,13,3,"  ","  ","  ","  ",,キャロットファーム,1,３,芝,1600,B,良,1400,,(栗),矢作芳人,1348,0.0,,8,7,33.3,60.8,*,59.30,58.3,0.5,452,+4,,(2.4),120,,,,8660,82760,9,180204,1東4,11,東京新聞G3,,武豊, 55 ,16,8,3,１,芝,1600,良,1341,-0.2,,7,7,33.6,58.0,*,448,+4,,"  ","  ","  ","  ",
,180407,2阪5,11,阪神牝馬G2,アドマイヤリード,,牝,5,Ｍ．デム, 56 ,13,2,"  ","  ","  ","  ",,近藤利一,3,４,芝,1600,B,良,830,,(栗),須貝尚介,1349,0.1,,5,5,33.6,59.5,*,59.30,58.3,0.3,434,+6,,(6.6),,,,,,,9,180204,1東4,11,東京新聞G3,*,藤岡康太, 54 ,16,1,6,12,芝,1600,良,1347, 0.6,,10,11,33.9,57.6,*,428,0,,"  ","  ","  ","  ",
,180407,2阪5,11,阪神牝馬G2,ジュールポレール,,牝,5,幸英明, 54 ,13,1,"  ","  ","  ","  ",,G1レーシング,5,５,芝,1600,B,良,550,,(栗),西園正都,1350,0.2,,2,4,33.8,58.6,*,59.30,58.3,0.2,466,0,,(12.0),,,,,,,21,171112,5京4,11,エリザベG1,,幸英明, 56 ,18,13,10,16,芝,2200,良,2156, 1.3,10,7,7,35.2,57.0,,466,0,,"  ","  ","  ","  ",
,180407,2阪5,11,阪神牝馬G2,ミエノサクシード,,牝,5,福永祐一, 54 ,13,4,"  ","  ","  ","  ",,里見美惠子,7,６,芝,1600,B,良,0,,(栗),高橋亮,1352,0.4,,5,5,33.9,58.5,*,59.30,58.3,0.3,458,+4,,(31.5),,,,,,,16,171217,5阪6,10,元町Ｓ1600,*,和田竜二, 55 ,17,7,2,１,芝,1600,良,1338,-0.2,,13,13,33.3,59.0,*,454,-2,,"  ","  ","  ","  ",
,180407,2阪5,11,阪神牝馬G2,ミリッサ,,牝,4,岩田康誠, 54 ,13,8,"  ","  ","  ","  ",,キャロットファーム,9,７,芝,1600,B,良,0,,(栗),石坂正,1352,0.4,,7,7,33.7,59.5,*,59.30,58.3,0.5,418,-2,,(44.9),,,,,,,8,180211,1東5,9,初音Ｓ1600,*,横山典弘, 54 ,16,8,1,１,芝,1800,良,1473,-0.0,10,7,7,33.6,59.7,*,420,-6,,"  ","  ","  ","  ",
,180407,2阪5,11,阪神牝馬G2,エテルナミノル,,牝,5,四位洋文, 54 ,13,7,"  ","  ","  ","  ",,吉岡實,12,８,芝,1600,B,良,0,,(栗),本田優,1353,0.5,,11,9,33.5,60.7,*,59.30,58.3,0.8,458,+4,,(68.7),,,,,,,4,180310,2中5,11,中山牝馬ＨG3,,四位洋文, 56 ,14,1,5,10,芝,1800,稍,1496, 0.6,10,11,12,34.9,57.0,*,454,-4,,"  ","  ","  ","  ",
,180407,2阪5,11,阪神牝馬G2,ラビットラン,,牝,4,川田将雅, 55 ,13,13,"  ","  ","  ","  ",,吉田和子,6,９,芝,1600,B,良,0,,(栗),角居勝彦,1353,0.5,,8,11,33.2,62.2,*,59.30,58.3,1.1,452,+10,,(13.0),,,,,,,13,180106,1京1,11,京都金杯ＨG3,*,藤岡康太, 54 ,13,2,2,８,芝,1600,良,1347, 0.4,,7,7,34.8,53.3,*,442,-4,,"  ","  ","  ","  ",
,180407,2阪5,11,阪神牝馬G2,ソウルスターリング,,牝,4,ルメール, 56 ,13,6,"  ","  ","  ","  ",,社台レースホース,2,10,芝,1600,B,良,0,,(美),藤沢和雄,1354,0.6,,4,2,34.3,56.9,*,59.30,58.3,0.1,476,-4,,(3.6),,,,,,,19,171126,5東8,11,ＪＣG1,*,Ｃ．デム, 53 ,17,8,4,７,芝,2400,良,2249, 1.2,6,6,7,35.7,52.0,,480,0,,"  ","  ","  ","  ",
,180407,2阪5,11,阪神牝馬G2,デンコウアンジュ,,牝,5,蛯名正義, 54 ,13,5,"  ","  ","  ","  ",,田中康弘,10,11,芝,1600,B,良,0,,(栗),荒川義之,1354,0.6,,8,9,33.7,59.9,*,59.30,58.3,0.7,464,+8,,(50.2),,,,,,,9,180204,1東4,11,東京新聞G3,,蛯名正義, 54 ,16,2,9,４,芝,1600,良,1344, 0.3,,10,11,33.6,58.6,*,456,+2,,"  ","  ","  ","  ",
,180407,2阪5,11,阪神牝馬G2,ワントゥワン,,牝,5,藤岡佑介, 54 ,13,12,"  ","  ","  ","  ",,青山洋一,8,12,芝,1600,B,良,0,,(栗),藤岡健一,1356,0.8,,11,12,33.4,61.7,*,59.30,58.3,1.2,462,+6,,(42.1),,,,,,,8,180212,1東6,10,雲雀ＳＨ1600,*,Ｍ．デム, 53 ,13,13,2,１,芝,1400,良,1220,-0.1,,13,12,33.3,59.7,*,456,0,,"  ","  ","  ","  ",
,180407,2阪5,11,阪神牝馬G2,クインズミラーグロ,,牝,6,藤岡康太, 54 ,13,9,"  ","  ","  ","  ",,クイーンズ・ランチ,13,13,芝,1600,B,良,0,,(栗),野中賢二,1359,1.1,,13,13,33.6,61.2,,59.30,58.3,1.3,456,-4,,(125.8),,,,,,,7,180218,1小4,11,小倉大賞ＨG3,*,丸田恭介, 53 ,16,16,15,２,芝,1800,良,1465, 0.4,9,10,9,34.1,56.2,*,460,0,,"  ","  ","  ","  ",
,170408,2阪5,11,阪神牝馬G2,ミッキークイーン,,牝,5,浜中俊, 55 ,16,6,"  ","  ","  ","  ",,野田みづき,1,１,芝,1600,B,重,5500,,(栗),池江泰寿,1343,-0.3,,8,8,34.0,56.4,*,55.77,51.7,1.0,438,+4,,220,110,460,820,1340,1760,6370,15,161225,5中9,10,有馬記念G1,,浜中俊, 55 ,16,8,7,５,芝,2500,良,2330, 0.4,9,6,6,35.8,53.4,*,434,-8,,"  ","  ","  ","  ",
,170408,2阪5,11,阪神牝馬G2,アドマイヤリード,,牝,4,ルメール, 54 ,16,16,"  ","  ","  ","  ",,近藤利一,3,２,芝,1600,B,重,2200,,(栗),須貝尚介,1346,0.3,,14,11,34.0,56.9,*,55.77,51.7,1.3,426,-4,,(6.0),190,460,820,1340,1760,6370,8,170211,2京5,10,飛鳥Ｓ1600,*,武幸四郎, 54 ,12,10,2,１,芝,1800,重,1486,-0.5,,12,9,34.2,58.8,*,430,+4,,"  ","  ","  ","  ",
,170408,2阪5,11,阪神牝馬G2,ジュールポレール,,牝,4,幸英明, 54 ,16,8,"  ","  ","  ","  ",,G1レーシング,4,３,芝,1600,B,重,1400,,(栗),西園正都,1346,0.3,,5,5,34.6,54.0,*,55.77,51.7,0.7,454,-6,,(7.4),200,,,,1760,6370,4,170311,1阪5,10,うずしお1600,,幸英明, 55 ,11,1,1,１,芝,1600,良,1338,-0.3,,3,4,32.8,61.6,*,460,-2,,"  ","  ","  ","  ",
,170408,2阪5,11,阪神牝馬G2,クロコスミア,,牝,4,松若風馬, 54 ,16,4,"  ","  ","  ","  ",,大塚亮一,7,４,芝,1600,B,重,830,,(栗),西浦勝一,1351,0.8,,1,1,35.8,49.4,*,55.77,51.7,0.0,420,+8,,(25.5),,,,,,,16,161217,5中5,11,"ターコイＨ･ ",*,田辺裕信, 54 ,16,7,4,14,芝,1600,良,1350, 1.4,1,1,1,36.7,45.3,,412,0,,"  ","  ","  ","  ",
,170408,2阪5,11,阪神牝馬G2,エテルナミノル,,牝,4,池添謙一, 54 ,16,13,"  ","  ","  ","  ",,吉岡實,13,５,芝,1600,B,重,550,,(栗),本田優,1353,1.0,,2,2,35.8,49.7,*,55.77,51.7,0.2,444,+4,,(229.0),,,,,,,7,170218,2京7,11,京都牝馬G3,,池添謙一, 54 ,18,5,8,15,芝,1400,稍,1235, 1.0,,9,10,34.9,54.4,*,440,-2,,"  ","  ","  ","  ",
,170408,2阪5,11,阪神牝馬G2,トーセンビクトリー,,牝,5,武豊, 54 ,16,5,"  ","  ","  ","  ",,島川隆哉,5,６,芝,1600,B,重,0,*,(栗),角居勝彦,1354,1.1,,10,10,35.0,53.5,,55.77,51.7,1.1,476,0,,(14.7),,,,,,,4,170312,2中6,11,中山牝馬ＨG3,,武豊, 53 ,16,4,5,１,芝,1800,良,1494,-0.0,3,3,4,34.5,58.6,*,476,+6,,"  ","  ","  ","  ",
,170408,2阪5,11,阪神牝馬G2,デンコウアンジュ,,牝,4,蛯名正義, 54 ,16,12,"  ","  ","  ","  ",,田中康弘,10,７,芝,1600,B,重,0,,(栗),荒川義之,1354,1.1,,10,11,34.9,54.0,*,55.77,51.7,1.2,460,+14,,(65.5),,,,,,,21,161113,5京4,11,エリザベG1,*,松山弘平, 54 ,15,11,9,11,芝,2200,良,2139, 1.0,15,14,12,33.7,61.5,*,446,+4,,"  ","  ","  ","  ",
,170408,2阪5,11,阪神牝馬G2,アットザシーサイド,,牝,4,福永祐一, 54 ,16,11,"  ","  ","  ","  ",,吉田照哉,8,８,芝,1600,B,重,0,,(栗),浅見秀一,1356,1.3,,7,7,35.4,52.0,,55.77,51.7,0.9,444,-6,,(35.5),,,,,,,7,170218,2京7,11,京都牝馬G3,*,Ｍ．デム, 54 ,18,2,2,８,芝,1400,稍,1232, 0.7,,9,10,34.6,55.3,*,450,+14,,"  ","  ","  ","  ",
,170408,2阪5,11,阪神牝馬G2,ヒルノマテーラ,,牝,6,四位洋文, 54 ,16,10,"  ","  ","  ","  ",,ヒルノ,14,９,芝,1600,B,重,0,,(栗),昆貢,1356,1.3,,12,11,35.0,53.9,,55.77,51.7,1.3,462,+6,,(306.3),,,,,,,4,170312,2中6,11,中山牝馬ＨG3,*,岩田康誠, 54 ,16,12,12,11,芝,1800,良,1500, 0.6,11,13,12,34.2,60.8,*,456,-10,,"  ","  ","  ","  ",
,170408,2阪5,11,阪神牝馬G2,ダンツキャンサー,,牝,6,藤岡佑介, 54 ,16,14,"  ","  ","  ","  ",,山元哲二,16,10,芝,1600,B,重,0,*,(栗),谷潔,1356,1.3,,4,3,35.9,49.8,,55.77,51.7,0.4,482,-2,,(417.8),,,,,,,2,170326,2阪2,11,六甲Ｓ,*,鮫島克駿, 54 ,11,11,11,７,芝,1600,良,1346, 0.4,,3,4,34.4,55.0,*,484,+2,,"  ","  ","  ","  ",
,170408,2阪5,11,阪神牝馬G2,クリノラホール,,牝,4,北村友一, 54 ,16,2,"  ","  ","  ","  ",,栗本博晴,12,11,芝,1600,B,重,0,*,(栗),谷潔,1358,1.5,,5,5,35.8,50.6,,55.77,51.7,0.7,442,-10,,(82.8),,,,,,,12,170114,1名1,11,愛知杯ＨG3,,北村友一, 53 ,15,12,3,７,芝,2000,稍,2018, 0.4,7,8,10,35.6,53.8,*,452,+4,,"  ","  ","  ","  ",
,170408,2阪5,11,阪神牝馬G2,デニムアンドルビー,,牝,7,藤岡康太, 54 ,16,15,"  ","  ","  ","  ",,金子真人ホールディングス,6,12,芝,1600,B,重,0,*,(栗),角居勝彦,1358,1.5,,15,15,34.9,54.7,*,55.77,51.7,1.6,452,-2,,(15.7),,,,,,,4,170312,2中6,11,中山牝馬ＨG3,*,シュタル,55.5,16,9,6,５,芝,1800,良,1496, 0.2,14,13,12,33.7,62.6,*,454,+8,,"  ","  ","  ","  ",
,170408,2阪5,11,阪神牝馬G2,タッチングスピーチ,,牝,5,和田竜二, 54 ,16,9,"  ","  ","  ","  ",,サンデーレーシング,9,13,芝,1600,B,重,0,,(栗),石坂正,1360,1.7,,15,15,35.1,54.1,,55.77,51.7,1.6,468,-6,B,(46.4),,,,,,,4,170311,2名1,11,金鯱賞G2,*,ルメール, 54 ,16,5,10,９,芝,2000,良,1596, 0.4,11,11,10,34.8,54.4,*,474,+6,B,"  ","  ","  ","  ",
,170408,2阪5,11,阪神牝馬G2,メイショウマンボ,,牝,7,小牧太, 55 ,16,7,"  ","  ","  ","  ",,松本好雄,11,14,芝,1600,B,重,0,,(栗),飯田祐史,1361,1.8,,13,14,35.4,52.9,,55.77,51.7,1.4,498,+2,,(72.4),,,,,,,4,170312,2中6,11,中山牝馬ＨG3,*,柴田善臣, 54 ,16,8,13,14,芝,1800,良,1504, 1.0,8,8,9,35.0,57.7,*,496,+8,,"  ","  ","  ","  ",
,170408,2阪5,11,阪神牝馬G2,クイーンズリング,,牝,5,Ｍ．デム, 56 ,16,3,"  ","  ","  ","  ",,吉田千津,2,15,芝,1600,B,重,0,,(栗),吉村圭司,1365,2.2,,2,3,36.8,47.3,,55.77,51.7,0.4,466,+14,,(4.3),,,,,,,17,161211,香港,,香港ＣG1,,Ｍ．デム,55.5,12,,,９,芝,2000,良,2020, 1.1,,,,,,,452,-8,,"  ","  ","  ","  ",
,170408,2阪5,11,阪神牝馬G2,ウエスタンレベッカ,,牝,7,高倉稜, 54 ,16,1,"  ","  ","  ","  ",,西川賢,15,16,芝,1600,B,重,0,,(栗),崎山博樹,1370,2.7,,8,8,36.7,48.6,,55.77,51.7,1.0,454,-6,,(316.2),,,,,,,4,170311,1阪5,10,うずしお1600,*,菱田裕二, 55 ,11,8,11,４,芝,1600,良,1343, 0.5,,1,1,33.7,57.9,*,460,-6,,"  ","  ","  ","  ",
,160409,2阪5,11,阪神牝馬G2,スマートレイアー,,牝,6,Ｍ．デム, 54 ,13,7,"  ","  ","  ","  ",,大川徹,2,１,芝,1600,B,良,5500,*,(栗),大久保龍,1331,-0.0,,1,1,34.2,53.3,*,55.33,53.3,0.0,466,-4,,280,110,340,350,700,980,3320,9,160207,1東4,11,東京新聞G3,*,吉田隼人, 55 ,14,6,5,１,芝,1600,良,1341,-0.3,,1,1,33.5,58.5,*,470,+4,,"  ","  ","  ","  ",
,160409,2阪5,11,阪神牝馬G2,ミッキークイーン,,牝,4,ルメール, 56 ,13,6,"  ","  ","  ","  ",,野田みづき,1,２,芝,1600,B,良,2200,,(栗),池江泰寿,1331,0.0,,9,9,33.3,57.7,*,55.33,53.3,0.9,432,+4,,(2.4),110,340,350,700,980,3320,19,151129,5東9,11,ＪＣG1,*,浜中俊, 53 ,18,11,3,８,芝,2400,良,2250, 0.3,9,11,11,34.2,58.0,*,428,-6,,"  ","  ","  ","  ",
,160409,2阪5,11,阪神牝馬G2,ウインプリメーラ,,牝,6,川田将雅, 54 ,13,9,"  ","  ","  ","  ",,ウイン,5,３,芝,1600,B,良,1400,*,(栗),大久保龍,1332,0.1,,4,5,33.9,55.0,*,55.33,53.3,0.4,458,0,,(14.3),200,,,,980,3320,7,160220,2京7,11,京都牝馬G3,,川田将雅, 55 ,18,11,3,３,芝,1400,重,1231, 0.2,,8,7,35.7,49.6,*,458,+6,,"  ","  ","  ","  ",
,160409,2阪5,11,阪神牝馬G2,カフェブリリアント,,牝,6,福永祐一, 55 ,13,8,"  ","  ","  ","  ",,西川光一,7,４,芝,1600,B,良,830,,(美),堀宣行,1333,0.2,,6,5,33.9,55.1,*,55.33,53.3,0.5,434,0,,(25.1),,,,,,,16,151219,5中5,11,"ターコイＨ･ ",*,田辺裕信, 55 ,16,12,1,８,芝,1600,良,1361, 0.4,7,6,3,34.4,57.6,*,434,+6,,"  ","  ","  ","  ",
,160409,2阪5,11,阪神牝馬G2,ココロノアイ,,牝,4,武豊, 54 ,13,2,"  ","  ","  ","  ",,酒井牧場,6,５,芝,1600,B,良,550,,(美),尾関知人,1336,0.5,,7,7,34.0,55.2,*,55.33,53.3,0.7,458,0,,(18.0),,,,,,,25,151018,4京5,11,秋華賞G1,*,横山典弘, 55 ,18,1,6,14,芝,2000,良,1580, 1.1,8,8,6,35.6,49.2,,458,+6,,"  ","  ","  ","  ",
,160409,2阪5,11,阪神牝馬G2,ペルフィカ,,牝,4,藤岡佑介, 54 ,13,10,"  ","  ","  ","  ",,前田幸治,12,６,芝,1600,B,良,0,,(栗),岡田稲男,1337,0.6,,11,11,33.6,57.3,*,55.33,53.3,1.2,436,-4,,(143.5),,,,,,,7,160220,2京7,11,京都牝馬G3,*,武豊, 54 ,18,7,12,７,芝,1400,重,1236, 0.7,,18,18,35.3,52.6,*,440,+4,,"  ","  ","  ","  ",
,160409,2阪5,11,阪神牝馬G2,ダンツキャンサー,,牝,5,和田竜二, 54 ,13,1,"  ","  ","  ","  ",,山元哲二,13,７,芝,1600,B,良,0,,(栗),谷潔,1337,0.6,,2,3,34.6,52.5,*,55.33,53.3,0.2,480,0,,(215.1),,,,,,,5,160306,1阪4,11,大阪城ＳＨ,*,高倉稜, 51 ,16,2,13,15,芝,1800,良,1464, 1.2,,2,3,35.8,48.6,,480,-4,,"  ","  ","  ","  ",
,160409,2阪5,11,阪神牝馬G2,アンドリエッテ,,牝,4,藤岡康太, 54 ,13,4,"  ","  ","  ","  ",,永田和彦,4,８,芝,1600,B,良,0,,(栗),牧田和弥,1339,0.8,,12,12,33.7,57.2,*,55.33,53.3,1.3,442,+2,,(9.7),,,,,,,4,160313,1阪6,10,うずしお1600,*,Ｍ．デム, 55 ,14,13,1,１,芝,1600,良,1353,-0.0,,6,6,33.5,60.7,*,440,+2,,"  ","  ","  ","  ",
,160409,2阪5,11,阪神牝馬G2,ストレイトガール,,牝,7,戸崎圭太, 56 ,13,13,"  ","  ","  ","  ",,廣崎利洋HD,3,９,芝,1600,B,良,0,,(栗),藤原英昭,1339,0.8,,4,3,34.8,51.9,*,55.33,53.3,0.2,464,-6,,(5.9),,,,,,,17,151213,香港,,香スプG1,,戸崎圭太,55.5,13,,,９,芝,1200,良,1097, 1.0,,,,,,,470,+8,,"  ","  ","  ","  ",
,160409,2阪5,11,阪神牝馬G2,アイライン,,牝,4,松山弘平, 54 ,13,5,"  ","  ","  ","  ",,アラキファーム,11,10,芝,1600,B,良,0,,(美),高橋裕,1339,0.8,,8,7,34.3,54.3,*,55.33,53.3,0.7,448,+6,,(137.0),,,,,,,16,151219,5中5,11,"ターコイＨ･ ",*,松岡正海, 52 ,16,8,8,16,芝,1600,良,1369, 1.2,7,6,8,35.2,55.2,,442,-2,,"  ","  ","  ","  ",
,160409,2阪5,11,阪神牝馬G2,ダンスアミーガ,,牝,5,池添謙一, 54 ,13,12,"  ","  ","  ","  ",,社台レースホース,10,11,芝,1600,B,良,0,,(栗),中竹和也,1341,1.0,,2,2,35.1,50.9,*,55.33,53.3,0.1,476,-4,,(121.0),,,,,,,2,160327,2阪2,11,六甲Ｓ,*,川島信二, 55 ,16,5,14,11,芝,1600,良,1338, 0.7,,7,11,34.1,55.0,*,480,+10,,"  ","  ","  ","  ",
,160409,2阪5,11,阪神牝馬G2,レッドリヴェール,,牝,5,菱田裕二, 54 ,13,3,"  ","  ","  ","  ",,東京ホースレーシング,8,12,芝,1600,B,良,0,,(栗),須貝尚介,1342,1.1,,12,12,33.9,56.7,*,55.33,53.3,1.4,444,+16,,(43.3),,,,,,,16,151219,5中5,11,"ターコイＨ･ ",*,内田博幸, 54 ,16,13,7,15,芝,1600,良,1367, 1.0,10,10,10,34.8,56.7,*,428,-4,,"  ","  ","  ","  ",
,160409,2阪5,11,阪神牝馬G2,メイショウマンボ,,牝,6,武幸四郎, 55 ,13,11,"  ","  ","  ","  ",,松本好雄,9,13,芝,1600,B,良,0,,(栗),飯田祐史,1343,1.2,,9,9,34.5,54.0,,55.33,53.3,0.9,498,+2,,(72.7),,,,,,,14,160105,1京1,11,京都金杯ＨG3,,武幸四郎, 55 ,17,5,10,14,芝,1600,良,1339, 0.9,,11,11,34.1,55.2,*,496,+4,,"  ","  ","  ","  ",
